,subject,l_eye_x,l_eye_y,l_eye_s,l_eye_px,l_eye_py,r_eye_x,r_eye_y,r_eye_s,r_eye_px,r_eye_py,g_v,g_h
70,2.0,0.22839506172839505,0.32098765432098764,0.16666666666666666,0.12345679012345678,0.07407407407407407,0.5246913580246914,0.24074074074074073,0.25925925925925924,0.16666666666666666,0.12962962962962962,-10.0,-35.0
71,2.0,0.2360248447204969,0.3105590062111801,0.18012422360248448,0.10559006211180125,0.07453416149068323,0.515527950310559,0.2360248447204969,0.2670807453416149,0.16770186335403728,0.12422360248447205,0.0,-20.0
72,2.0,0.23225806451612904,0.3096774193548387,0.17419354838709677,0.10967741935483871,0.07096774193548387,0.5225806451612903,0.21935483870967742,0.27741935483870966,0.17419354838709677,0.13548387096774195,0.0,-25.0
73,2.0,0.25,0.3125,0.175,0.11875,0.075,0.525,0.225,0.275,0.18125,0.1375,0.0,-35.0
74,2.0,0.20261437908496732,0.3006535947712418,0.20915032679738563,0.13071895424836602,0.0915032679738562,0.5228758169934641,0.23529411764705882,0.27450980392156865,0.1830065359477124,0.12418300653594772,10.0,-20.0
75,2.0,0.22077922077922077,0.3051948051948052,0.18831168831168832,0.11038961038961038,0.07792207792207792,0.5194805194805194,0.22077922077922077,0.2727272727272727,0.17532467532467533,0.12987012987012986,10.0,-15.0
76,2.0,0.2,0.2903225806451613,0.2129032258064516,0.14838709677419354,0.09032258064516129,0.5290322580645161,0.22580645161290322,0.2709677419354839,0.18064516129032257,0.12903225806451613,10.0,-25.0
77,2.0,0.21935483870967742,0.3096774193548387,0.2,0.12903225806451613,0.08387096774193549,0.5225806451612903,0.21935483870967742,0.2903225806451613,0.1870967741935484,0.14193548387096774,10.0,-30.0
78,2.0,0.2088607594936709,0.2911392405063291,0.21518987341772153,0.1518987341772152,0.0949367088607595,0.5126582278481012,0.2088607594936709,0.3037974683544304,0.20253164556962025,0.14556962025316456,10.0,-40.0
79,2.0,0.19318181818181818,0.2897727272727273,0.2159090909090909,0.10795454545454546,0.10227272727272728,0.5397727272727273,0.25,0.23295454545454544,0.11931818181818182,0.11931818181818182,-10.0,15.0
80,2.0,0.19889502762430938,0.292817679558011,0.2154696132596685,0.11049723756906077,0.09944751381215469,0.5469613259668509,0.2596685082872928,0.22099447513812154,0.11049723756906077,0.10497237569060773,-10.0,5.0
81,2.0,0.20555555555555555,0.28888888888888886,0.21666666666666667,0.11666666666666667,0.10555555555555556,0.5444444444444444,0.26666666666666666,0.2111111111111111,0.12222222222222222,0.1,-10.0,0.0
82,2.0,0.21621621621621623,0.2864864864864865,0.21621621621621623,0.12432432432432433,0.10270270270270271,0.5243243243243243,0.24864864864864866,0.23243243243243245,0.15135135135135136,0.11891891891891893,-10.0,-10.0
83,2.0,0.2011173184357542,0.2737430167597765,0.2346368715083799,0.13966480446927373,0.11731843575418995,0.5251396648044693,0.24022346368715083,0.25139664804469275,0.16759776536312848,0.12849162011173185,-10.0,-15.0
84,2.0,0.19653179190751446,0.2832369942196532,0.23121387283236994,0.12716763005780346,0.10982658959537572,0.5606936416184971,0.26011560693641617,0.2254335260115607,0.12138728323699421,0.10404624277456648,-10.0,-5.0
85,2.0,0.20540540540540542,0.2756756756756757,0.21621621621621623,0.11351351351351352,0.10270270270270271,0.5351351351351351,0.24864864864864866,0.22702702702702704,0.12972972972972974,0.10810810810810811,0.0,10.0
86,2.0,0.20441988950276244,0.281767955801105,0.22099447513812154,0.11049723756906077,0.10497237569060773,0.5469613259668509,0.2541436464088398,0.23204419889502761,0.11602209944751381,0.11049723756906077,0.0,15.0
87,2.0,0.2094240837696335,0.2774869109947644,0.21465968586387435,0.1099476439790576,0.09947643979057591,0.5392670157068062,0.2670157068062827,0.21465968586387435,0.1256544502617801,0.09947643979057591,0.0,0.0
88,2.0,0.19662921348314608,0.2696629213483146,0.24157303370786518,0.1404494382022472,0.11235955056179775,0.5449438202247191,0.24719101123595505,0.24157303370786518,0.15168539325842698,0.11235955056179775,0.0,-15.0
89,2.0,0.20108695652173914,0.2717391304347826,0.22826086956521738,0.11956521739130435,0.10326086956521739,0.5380434782608695,0.24456521739130435,0.22826086956521738,0.14130434782608695,0.10326086956521739,10.0,10.0
90,2.0,0.20218579234972678,0.273224043715847,0.2185792349726776,0.1092896174863388,0.10382513661202186,0.5355191256830601,0.25136612021857924,0.22950819672131148,0.12021857923497267,0.09836065573770492,10.0,15.0
91,2.0,0.19672131147540983,0.273224043715847,0.22404371584699453,0.12568306010928962,0.10382513661202186,0.5409836065573771,0.2459016393442623,0.22404371584699453,0.13114754098360656,0.10382513661202186,10.0,5.0
92,2.0,0.1878453038674033,0.2596685082872928,0.23756906077348067,0.14917127071823205,0.10497237569060773,0.5414364640883977,0.23204419889502761,0.23756906077348067,0.143646408839779,0.10497237569060773,10.0,-10.0
93,2.0,0.1912568306010929,0.26229508196721313,0.22950819672131148,0.1366120218579235,0.10382513661202186,0.5300546448087432,0.22950819672131148,0.2459016393442623,0.14754098360655737,0.1092896174863388,10.0,-15.0
94,2.0,0.1875,0.30113636363636365,0.2215909090909091,0.10795454545454546,0.10227272727272728,0.5454545454545454,0.26136363636363635,0.2159090909090909,0.09659090909090909,0.10795454545454546,-10.0,20.0
95,2.0,0.18232044198895028,0.287292817679558,0.23204419889502761,0.11602209944751381,0.11049723756906077,0.5414364640883977,0.26519337016574585,0.22099447513812154,0.10497237569060773,0.09392265193370165,0.0,20.0
96,2.0,0.1638418079096045,0.2711864406779661,0.2542372881355932,0.11864406779661017,0.11864406779661017,0.5480225988700564,0.24858757062146894,0.22598870056497175,0.0903954802259887,0.10734463276836158,10.0,30.0
97,2.0,0.18235294117647058,0.27058823529411763,0.2647058823529412,0.11176470588235295,0.12941176470588237,0.5411764705882353,0.25882352941176473,0.22941176470588234,0.08235294117647059,0.11176470588235295,-10.0,45.0
98,2.0,0.175,0.28125,0.25,0.11875,0.11875,0.54375,0.26875,0.2125,0.10625,0.0875,-10.0,20.0
99,2.0,0.20588235294117646,0.28823529411764703,0.2411764705882353,0.11764705882352941,0.11176470588235295,0.5823529411764706,0.28823529411764703,0.16470588235294117,0.07058823529411765,0.07647058823529412,-10.0,15.0
100,2.0,0.19161676646706588,0.281437125748503,0.23353293413173654,0.11377245508982035,0.11377245508982035,0.5508982035928144,0.2634730538922156,0.20359281437125748,0.08383233532934131,0.09580838323353294,-10.0,25.0
101,2.0,0.1686746987951807,0.2710843373493976,0.25301204819277107,0.1144578313253012,0.12650602409638553,0.5542168674698795,0.26506024096385544,0.1927710843373494,0.06626506024096386,0.0963855421686747,0.0,40.0
102,2.0,0.14285714285714285,0.2608695652173913,0.2732919254658385,0.11801242236024845,0.13664596273291926,0.5341614906832298,0.2546583850931677,0.21739130434782608,0.08074534161490683,0.10559006211180125,0.0,45.0
103,2.0,0.19411764705882353,0.2823529411764706,0.24705882352941178,0.10588235294117647,0.11764705882352941,0.5470588235294118,0.25882352941176473,0.21764705882352942,0.08823529411764706,0.1,0.0,35.0
104,2.0,0.17682926829268292,0.27439024390243905,0.25,0.11585365853658537,0.11585365853658537,0.5487804878048781,0.2621951219512195,0.2073170731707317,0.08536585365853659,0.09146341463414634,0.0,30.0
105,2.0,0.1834319526627219,0.26627218934911245,0.25443786982248523,0.1242603550295858,0.11834319526627218,0.5739644970414202,0.27218934911242604,0.17159763313609466,0.07692307692307693,0.07100591715976332,0.0,20.0
106,2.0,0.16981132075471697,0.27672955974842767,0.2578616352201258,0.11949685534591195,0.11949685534591195,0.5534591194968553,0.2641509433962264,0.22012578616352202,0.09433962264150944,0.09433962264150944,0.0,25.0
107,2.0,0.17365269461077845,0.2694610778443114,0.2694610778443114,0.10778443113772455,0.12574850299401197,0.562874251497006,0.2634730538922156,0.19161676646706588,0.059880239520958084,0.09580838323353294,10.0,40.0
108,2.0,0.16766467065868262,0.25748502994011974,0.2694610778443114,0.10778443113772455,0.12574850299401197,0.5329341317365269,0.23952095808383234,0.2215568862275449,0.08383233532934131,0.11377245508982035,10.0,45.0
109,2.0,0.15822784810126583,0.25316455696202533,0.2911392405063291,0.12025316455696203,0.13924050632911392,0.5506329113924051,0.2468354430379747,0.22784810126582278,0.08860759493670886,0.10759493670886076,10.0,35.0
110,2.0,0.16770186335403728,0.2670807453416149,0.2670807453416149,0.12422360248447205,0.12422360248447205,0.5590062111801242,0.2546583850931677,0.2111801242236025,0.08074534161490683,0.09937888198757763,10.0,30.0
111,2.0,0.1746987951807229,0.2710843373493976,0.25301204819277107,0.13253012048192772,0.1144578313253012,0.5481927710843374,0.25903614457831325,0.20481927710843373,0.10843373493975904,0.08433734939759036,10.0,15.0
112,2.0,0.17751479289940827,0.2781065088757396,0.25443786982248523,0.11834319526627218,0.11242603550295859,0.5680473372781065,0.27218934911242604,0.17159763313609466,0.0650887573964497,0.07692307692307693,10.0,25.0
113,3.0,0.2138364779874214,0.29559748427672955,0.22012578616352202,0.11949685534591195,0.10062893081761007,0.610062893081761,0.3270440251572327,0.18867924528301888,0.06289308176100629,0.08176100628930817,-10.0,0.0
114,3.0,0.20512820512820512,0.27564102564102566,0.23717948717948717,0.14743589743589744,0.11538461538461539,0.5961538461538461,0.2948717948717949,0.23717948717948717,0.12179487179487179,0.10897435897435898,-10.0,-15.0
115,3.0,0.22023809523809523,0.2916666666666667,0.20238095238095238,0.1130952380952381,0.08928571428571429,0.5595238095238095,0.2976190476190476,0.2261904761904762,0.09523809523809523,0.10119047619047619,0.0,0.0
116,3.0,0.20253164556962025,0.26582278481012656,0.2468354430379747,0.16455696202531644,0.12025316455696203,0.6012658227848101,0.2974683544303797,0.22784810126582278,0.12658227848101267,0.10126582278481013,0.0,-20.0
117,3.0,0.19745222929936307,0.27388535031847133,0.25477707006369427,0.16560509554140126,0.11464968152866242,0.5796178343949044,0.2802547770700637,0.2484076433121019,0.14012738853503184,0.10828025477707007,10.0,-20.0
118,3.0,0.2111801242236025,0.2670807453416149,0.2422360248447205,0.14906832298136646,0.11801242236024845,0.5900621118012422,0.3167701863354037,0.2236024844720497,0.09316770186335403,0.11180124223602485,-10.0,-20.0
119,3.0,0.22012578616352202,0.2830188679245283,0.23270440251572327,0.1320754716981132,0.1069182389937107,0.5723270440251572,0.3018867924528302,0.2578616352201258,0.11320754716981132,0.1320754716981132,-10.0,-15.0
120,3.0,0.21341463414634146,0.25609756097560976,0.2804878048780488,0.16463414634146342,0.13414634146341464,0.5914634146341463,0.3170731707317073,0.21951219512195122,0.10365853658536585,0.10365853658536585,-10.0,-30.0
121,3.0,0.21518987341772153,0.25316455696202533,0.25316455696202533,0.17088607594936708,0.13291139240506328,0.5822784810126582,0.2974683544303797,0.24050632911392406,0.13924050632911392,0.12025316455696203,-10.0,-40.0
122,3.0,0.2185430463576159,0.25165562913907286,0.26490066225165565,0.15894039735099338,0.11920529801324503,0.609271523178808,0.2980132450331126,0.2582781456953642,0.13245033112582782,0.11920529801324503,0.0,-20.0
123,3.0,0.2147239263803681,0.26380368098159507,0.2392638036809816,0.1411042944785276,0.11042944785276074,0.588957055214724,0.31901840490797545,0.2085889570552147,0.08588957055214724,0.08588957055214724,0.0,-15.0
124,3.0,0.23636363636363636,0.2787878787878788,0.2545454545454545,0.16363636363636364,0.12121212121212122,0.5757575757575758,0.296969696969697,0.2787878787878788,0.1393939393939394,0.13333333333333333,0.0,-30.0
125,3.0,0.2289156626506024,0.25301204819277107,0.27710843373493976,0.1686746987951807,0.13855421686746988,0.572289156626506,0.30120481927710846,0.25301204819277107,0.15060240963855423,0.12650602409638553,0.0,-40.0
126,3.0,0.22929936305732485,0.267515923566879,0.24203821656050956,0.14012738853503184,0.10828025477707007,0.5859872611464968,0.2929936305732484,0.2611464968152866,0.14012738853503184,0.11464968152866242,10.0,-15.0
127,3.0,0.22085889570552147,0.26993865030674846,0.25766871165644173,0.17177914110429449,0.12883435582822086,0.5705521472392638,0.3006134969325153,0.24539877300613497,0.15337423312883436,0.12269938650306748,10.0,-35.0
128,3.0,0.2023121387283237,0.24277456647398843,0.23699421965317918,0.12716763005780346,0.10982658959537572,0.5549132947976878,0.27167630057803466,0.23121387283236994,0.08670520231213873,0.11560693641618497,-10.0,10.0
129,3.0,0.20454545454545456,0.24431818181818182,0.24431818181818182,0.10227272727272728,0.11363636363636363,0.5454545454545454,0.2727272727272727,0.24431818181818182,0.09090909090909091,0.11931818181818182,-10.0,15.0
130,3.0,0.19186046511627908,0.23837209302325582,0.25,0.13953488372093023,0.12209302325581395,0.5465116279069767,0.27325581395348836,0.23837209302325582,0.10465116279069768,0.12209302325581395,-10.0,5.0
131,3.0,0.20689655172413793,0.25862068965517243,0.21839080459770116,0.13218390804597702,0.09770114942528736,0.5517241379310345,0.28160919540229884,0.21839080459770116,0.09770114942528736,0.10919540229885058,-10.0,0.0
132,3.0,0.2,0.24,0.24571428571428572,0.14857142857142858,0.12,0.56,0.28,0.22857142857142856,0.11428571428571428,0.10285714285714286,-10.0,-10.0
133,3.0,0.2111111111111111,0.2388888888888889,0.25555555555555554,0.15,0.12777777777777777,0.5555555555555556,0.2722222222222222,0.23333333333333334,0.12222222222222222,0.11666666666666667,-10.0,-15.0
134,3.0,0.20441988950276244,0.2430939226519337,0.2430939226519337,0.143646408839779,0.11602209944751381,0.5469613259668509,0.27624309392265195,0.2265193370165746,0.1270718232044199,0.11049723756906077,-10.0,-5.0
